,,,0
23,10,37,63.22211846666411
23,10,38,62.96458314233953
23,10,39,63.16927063718782
23,10,40,62.9644704000938
23,10,41,62.967584019665416
23,10,42,62.99656415442118
23,10,43,63.087436989727806
23,10,44,63.026933133539536
23,10,45,63.052552305154336
23,10,46,63.176764165182746
23,10,47,62.98576797661835
23,10,48,63.027218985113834
23,10,49,62.96679568222186
32,6,0,45.26098776239231
32,6,1,45.46627228968288
32,6,2,45.33330251833974
32,6,3,45.23679412214651
32,6,4,45.23375356829172
32,6,5,45.25823122364084
32,6,6,45.43934242842652
32,6,7,45.23122997858247
32,6,8,45.2692896387289
32,6,9,45.42598402015617
32,6,10,45.40218168964271
32,6,11,45.255431540364164
32,6,12,45.29051080161218
32,6,13,45.39903397302992
32,6,14,45.18038772502366
32,6,15,45.222465242279384
32,6,16,45.45419674883474
32,6,17,45.26057424600572
32,6,18,45.32410649226856
32,6,19,45.24816222178547
32,6,20,45.218772857801994
32,6,21,45.46749488841085
32,6,22,45.328734470545164
32,6,23,45.30814380602664
32,6,24,45.30869762994362
32,6,25,45.28250877752305
32,6,26,45.23663323360452
32,6,27,45.3115364409776
32,6,28,45.344683145329604
32,6,29,45.281617329390606
32,6,30,45.21346787345563
32,6,31,45.20151650786526
32,6,32,45.270761919134216
32,6,33,45.419749395735984
32,6,34,45.18709673293452
32,6,35,45.18276709714955
32,6,36,45.41191329935318
32,6,37,45.234827775893116
32,6,38,45.252577342913916
32,6,39,45.33012903159722
32,6,40,45.28014427594981
32,6,41,45.39529615041556
32,6,42,45.20757272360574
32,6,43,45.193271277257416
32,6,44,45.440823480996634
32,6,45,45.18982048250518
32,6,46,45.33021005824771
32,6,47,45.21284371951471
32,6,48,45.21905550876381
32,6,49,45.31852056312802
8,6,0,48.31738464653583
8,6,1,48.32595051858369
8,6,2,49.14084173781788
8,6,3,48.50773588257047
8,6,4,48.53823153018169
8,6,5,48.611135828676176
8,6,6,48.414541889654075
8,6,7,48.375835954975585
8,6,8,48.40665499788665
8,6,9,48.69779785804773
8,6,10,48.50410877080651
8,6,11,48.60902133778698
8,6,12,48.36845096333032
8,6,13,48.350420704676246
8,6,14,48.52541350212017
8,6,15,48.37573887184465
8,6,16,48.30181107933238
8,6,17,48.6673283476214
8,6,18,48.392501807411875
8,6,19,48.41556698643732
8,6,20,48.40993404277826
8,6,21,48.6778967712248
8,6,22,48.452486492588555
8,6,23,48.38010277136972
8,6,24,48.555432936155924
8,6,25,48.62528057049401
8,6,26,48.682996492646204
8,6,27,49.05810781250063
8,6,28,48.6070629389169
8,6,29,48.49563714910112
8,6,30,48.47994027205625
8,6,31,48.47284657123437
8,6,32,48.38470107332927
8,6,33,48.74068278229722
8,6,34,48.40676449021315
8,6,35,48.40870405024369
8,6,36,48.831716183106835
8,6,37,48.44695165746766
8,6,38,48.44421037712574
8,6,39,48.395768849461874
8,6,40,48.510512482837164
8,6,41,48.407974457474424
8,6,42,48.34424134073876
8,6,43,48.55074200594216
8,6,44,48.369684905640874
8,6,45,48.37603773293986
8,6,46,48.383401560321616
8,6,47,48.460383916474065
8,6,48,49.31235942824265
8,6,49,48.51260302693222
39,7,0,55.897094806045544
39,7,1,55.897084662034594
39,7,2,55.93446901546197
39,7,3,55.901990732355316
39,7,4,55.89210983231689
39,7,5,55.89845564862164
39,7,6,55.890864261635635
39,7,7,55.89721022619738
39,7,8,55.9405568335516
39,7,9,55.89093613019242
39,7,10,55.9259516266594
39,7,11,55.903625338855406
39,7,12,55.929612043651034
39,7,13,56.3766406773942
39,7,14,55.92933663972203
39,7,15,55.974746581338515
39,7,16,55.89718295865977
39,7,17,55.90412677070755
39,7,18,55.94213887251178
39,7,19,55.89206672181548
39,7,20,55.92362182647124
39,7,21,55.93736904173907
39,7,22,55.925654923941934
39,7,23,55.970897364455226
39,7,24,55.891796244469376
39,7,25,55.893649588307404
39,7,26,55.90352936332252
39,7,27,55.91437211526702
39,7,28,56.19453846623337
39,7,29,56.0033897627119
39,7,30,55.94840886723098
39,7,31,55.917494911263056
39,7,32,55.91083792487842
39,7,33,55.893395091251705
39,7,34,55.910961484549524
39,7,35,55.91083792487842
39,7,36,55.90506571572379
39,7,37,55.90274087358285
39,7,38,55.931913302578685
39,7,39,55.92441142330075
39,7,40,55.89843648814153
39,7,41,56.14399789835668
39,7,42,55.90631325835509
39,7,43,55.98207017013956
39,7,44,55.89851179755451
39,7,45,55.89296171458942
39,7,46,55.89708942178513
39,7,47,55.90883329167442
39,7,48,55.935780317521086
39,7,49,55.93556637005425
3,9,0,65.29924558169175
3,9,1,65.30248650366296
3,9,2,65.29924558169175
3,9,3,65.29924558169175
3,9,4,65.30704761128501
3,9,5,65.54960858307854
3,9,6,65.30703149565527
3,9,7,65.30118311853975
3,9,8,65.4243722035087
3,9,9,65.42563376094863
3,9,10,65.49719557877242
3,9,11,65.30670003910984
3,9,12,65.29942961767813
3,9,13,65.29942961767813
3,9,14,65.30670003910984
3,9,15,65.42556346454775
3,9,16,65.42650052081765
3,9,17,65.29889800951658
3,9,18,65.4242035510266
3,9,19,65.42633186833557
3,9,20,65.3066839234801
3,9,21,65.480349649962
3,9,22,65.4242035510266
3,9,23,65.3066839234801
3,9,24,65.4242035510266
3,9,25,65.42633186833557
3,9,26,65.4242035510266
3,9,27,65.47025023962044
3,9,28,65.29908204550296
3,9,29,65.30118311853975
3,9,30,65.66661370356313
3,9,31,65.4243722035087
3,9,32,65.42650052081765
3,9,33,65.42650052081765
3,9,34,65.30083554636458
3,9,35,65.42633186833557
3,9,36,65.31981290194805
3,9,37,65.4810654529079
3,9,38,65.43159987681179
3,9,39,65.30494653824822
3,9,40,65.30686795946647
3,9,41,65.30529411042338
3,9,42,65.30520156132768
3,9,43,65.4242035510266
3,9,44,65.29987603862293
3,9,45,65.42462722658816
3,9,46,65.34595873173618
3,9,47,65.43176852929389
3,9,48,65.3066839234801
3,9,49,65.30118311853975
12,8,0,37.15991360015376
12,8,1,37.02004626494804
12,8,2,37.19232523970737
12,8,3,37.28949002528701
12,8,4,37.32867736412976
12,8,5,37.038830812673424
12,8,6,37.22822118285788
12,8,7,36.926479582788936
12,8,8,37.06391900870948
12,8,9,37.489484231447236
12,8,10,37.179132486007525
12,8,11,36.95614508562023
12,8,12,37.26209641799946
12,8,13,37.09178643222439
12,8,14,36.98964542328557
12,8,15,37.35925413352713
12,8,16,37.02726277260749
12,8,17,37.43393480154431
12,8,18,37.027575489794835
12,8,19,37.040196807078296
12,8,20,37.0140001986257
12,8,21,37.26994079767993
12,8,22,37.216672558236205
12,8,23,36.989145183171814
12,8,24,37.11956901696729
12,8,25,37.42365905870689
12,8,26,37.09376112218591
12,8,27,37.01576845198392
12,8,28,37.00931416957618
12,8,29,37.12301527965511
12,8,30,37.164267299643406
12,8,31,37.13550653571395
12,8,32,36.99012289150374
12,8,33,37.03943809772845
12,8,34,37.241145482113176
12,8,35,37.04415048243335
12,8,36,37.11165421298044
12,8,37,37.215529490075845
12,8,38,37.22087226237668
12,8,39,37.06809999162455
12,8,40,37.05765913925916
12,8,41,37.49726749391653
12,8,42,37.2377249946923
12,8,43,37.11295713687285
12,8,44,37.280497292460346
12,8,45,37.46112586124901
12,8,46,37.273731779039196
12,8,47,36.96071794561279
12,8,48,37.2578251021163
12,8,49,37.00925934789564
16,5,0,51.87593395650544
16,5,1,51.76785108299578
16,5,2,51.90406073536063
16,5,3,51.81170481993732
16,5,4,51.89465257709188
16,5,5,51.80288015200096
16,5,6,51.93877084355603
16,5,7,51.817296127626676
16,5,8,51.931160997989195
16,5,9,51.801193692166
16,5,10,52.16222742335418
16,5,11,51.7733364823169
16,5,12,51.90252797124206
16,5,13,51.74352848815964
16,5,14,51.86869602277775
16,5,15,51.781984422316015
16,5,16,51.80377462117023
16,5,17,51.811313106051
16,5,18,51.89951690902249
16,5,19,51.8644416970788
16,5,20,51.832997704384006
16,5,21,51.9081537435681
16,5,22,51.95908194740943
16,5,23,51.93447648864223
16,5,24,51.779392995186704
16,5,25,51.81717569960636
16,5,26,51.89164075738469
16,5,27,51.87223800928603
16,5,28,51.87471397431503
16,5,29,51.79812682228809
16,5,30,51.795259423847504
16,5,31,51.93857878707717
16,5,32,51.821575247958386
16,5,33,51.80973554270144
16,5,34,51.81054242900132
16,5,35,51.98210306525919
16,5,36,51.85040755018562
16,5,37,51.905149738393796
16,5,38,51.87808966854345
16,5,39,51.89263362649895
16,5,40,51.99341684381862
16,5,41,51.81431588067978
16,5,42,52.196360297713106
16,5,43,51.81560961346285
16,5,44,51.80070910557992
16,5,45,51.82662646744273
16,5,46,51.80293409572243
16,5,47,51.815696456899424
16,5,48,51.851687307875814
16,5,49,51.89911366966712
36,9,0,60.833510100191546
36,9,1,61.03093040517562
36,9,2,61.04490806656978
36,9,3,60.813280566086554
36,9,4,61.44227295694626
36,9,5,60.80135412674565
36,9,6,60.791021199517125
36,9,7,60.87878197100484
36,9,8,60.835548088902286
36,9,9,60.836239093557765
36,9,10,60.824301093308556
36,9,11,60.833573229395846
36,9,12,60.80231257054157
36,9,13,60.898474236664555
36,9,14,60.81216680096305
36,9,15,60.81216680096305
36,9,16,60.87875673087886
36,9,17,60.83415200312025
36,9,18,60.86726957397785
36,9,19,60.87809096634936
36,9,20,60.90025798168235
36,9,21,60.83346099846477
36,9,22,60.90173971349847
36,9,23,60.808888496780185
36,9,24,60.79859949368003
36,9,25,60.80463965913385
36,9,26,60.7917104976182
36,9,27,60.80849572528689
36,9,28,60.891728064196236
36,9,29,60.80311580612811
36,9,30,60.82065179077655
36,9,31,60.85233722224628
36,9,32,60.80066312209018
36,9,33,61.276363027575776
36,9,34,60.90151115893687
36,9,35,60.87460948023464
36,9,36,60.83451056747789
36,9,37,60.80367919413401
36,9,38,60.86114924890759
36,9,39,60.803948654478376
36,9,40,60.82065179077655
36,9,41,60.825032203594425
36,9,42,60.80267113489921
36,9,43,60.89916524132003
36,9,44,60.83415200312025
36,9,45,60.804614419007876
36,9,46,60.80242480147264
36,9,47,60.8178687743834
36,9,48,60.80617323823222
36,9,49,60.80231257054157
32,9,0,66.3518763095452
32,9,1,66.35298267781951
32,9,2,66.49712017466362
32,9,3,66.37003469552452
32,9,4,66.41760257486945
32,9,5,66.42751792674812
32,9,6,66.37438804977083
32,9,7,66.36135658544282
32,9,8,66.4440309267468
32,9,9,66.35524258617725
32,9,10,66.38122607533586
32,9,11,66.36245479016911
32,9,12,66.47362196791924
32,9,13,66.37166175264859
32,9,14,66.44053048298757
32,9,15,66.42495999898858
32,9,16,66.36863335651688
32,9,17,66.34587940403402
32,9,18,66.29967879530108
32,9,19,66.32325292673207
32,9,20,66.4136212684358
32,9,21,66.58178145739454
32,9,22,66.35223008254033
32,9,23,66.35252360379037
32,9,24,66.42182276803835
32,9,25,66.36379615238289
32,9,26,66.36301316962607
32,9,27,66.78169530208797
32,9,28,66.33929749013446
32,9,29,66.48639932229167
32,9,30,66.34521930917711
32,9,31,66.36163585768828
32,9,32,66.3456039342814
32,9,33,66.32596878454203
32,9,34,66.32351199982251
32,9,35,66.56211945841414
32,9,36,66.36706853496375
32,9,37,66.46782904302407
32,9,38,66.33180224218444
32,9,39,66.31395213097491
32,9,40,66.30524969391246
32,9,41,66.36206001645435
32,9,42,66.30558581637344
32,9,43,66.35504032075401
32,9,44,66.31770983882538
32,9,45,66.44297673320865
32,9,46,66.29489795306714
32,9,47,66.33588858503025
32,9,48,66.36198629248688
32,9,49,66.32637927190312
17,2,0,69.4830479891836
17,2,1,69.50325571304494
17,2,2,69.51118675121413
17,2,3,69.4192245855189
17,2,4,69.66761248738872
17,2,5,69.42148543236968
17,2,6,69.50325571304494
17,2,7,69.61613951657021
17,2,8,69.4830479891836
17,2,9,69.41998296661612
17,2,10,69.61698332204334
17,2,11,69.41998296661612
17,2,12,69.4192245855189
17,2,13,69.4192245855189
17,2,14,69.43881371237141
17,2,15,69.45396918569212
17,2,16,69.41998296661612
17,2,17,69.4192245855189
17,2,18,69.49258827047167
17,2,19,69.6652611920875
17,2,20,69.61214403792336
17,2,21,69.41998296661612
17,2,22,69.69720464488452
17,2,23,69.41998296661612
17,2,24,69.42148543236968
17,2,25,69.57284882597796
17,2,26,69.4464983237251
17,2,27,69.42879675105183
17,2,28,69.60716595152981
17,2,29,69.61116143017667
17,2,30,69.60993833722594
17,2,31,69.42148543236968
17,2,32,69.61200523564979
17,2,33,69.60838904448052
17,2,34,69.42148543236968
17,2,35,69.66885149076697
17,2,36,69.66607910507084
17,2,37,69.60993833722594
17,2,38,69.61533367159211
17,2,39,69.41998296661612
17,2,40,69.50325571304494
17,2,41,69.44107455922219
17,2,42,69.45170833884134
17,2,43,69.46587530479297
17,2,44,69.44107455922219
17,2,45,69.62242600374034
17,2,46,69.62242600374034
17,2,47,69.57488385626871
17,2,48,69.60838904448052
17,2,49,69.60723255098775
33,4,0,80.15802614310128
33,4,1,80.15938350660026
33,4,2,80.16863836338321
33,4,3,80.14187273783482
33,4,4,80.15574261918228
33,4,5,80.15112759461775
33,4,6,80.15787949531989
33,4,7,80.17729763163024
33,4,8,80.13973586169722
33,4,9,80.14922022707285
33,4,10,80.14625825380665
33,4,11,80.21293632922577
33,4,12,80.15551311058958
33,4,13,80.13973586169722
33,4,14,80.16804277484731
33,4,15,80.15938350660026
33,4,16,80.15112759461775
33,4,17,80.14922022707285
33,4,18,80.15787949531989
33,4,19,80.16863836338321
33,4,20,80.14625825380665
33,4,21,80.1576499867272
33,4,22,80.14899071848015
33,4,23,80.15802614310128
33,4,24,80.15112759461775
33,4,25,80.14625825380665
33,4,26,80.76195036190414
33,4,27,80.16152038273786
33,4,28,80.15112759461775
33,4,29,80.15112759461775
33,4,30,80.16662129537362
33,4,31,80.15112759461775
33,4,32,80.21300359496229
33,4,33,80.15938350660026
33,4,34,80.16152038273786
33,4,35,80.15551311058958
33,4,36,80.14922022707285
33,4,37,80.13973586169722
33,4,38,80.1659058987097
33,4,39,80.14625825380665
33,4,40,80.1576499867272
33,4,41,80.14899071848015
33,4,42,80.17329033526445
33,4,43,80.19485996133962
33,4,44,80.14187273783482
33,4,45,80.14839512994425
33,4,46,80.1576499867272
33,4,47,80.1576499867272
33,4,48,80.1601630192389
33,4,49,80.20625169426015
36,5,0,65.12467477472765
36,5,1,65.10694061301402
36,5,2,65.10938797782806
36,5,3,65.10253610975164
36,5,4,65.09821168667706
36,5,5,65.10206735253473
36,5,6,65.12155982196735
36,5,7,65.12526231213737
36,5,8,65.12578079293509
36,5,9,65.09879670554461
36,5,10,65.31002063386526
36,5,11,65.10317337074218
36,5,12,65.12511669133657
36,5,13,65.13484013634918
36,5,14,65.13900657470236
36,5,15,65.10516982069618
36,5,16,65.11672163280892
36,5,17,65.12978098065484
36,5,18,65.1018769491737
36,5,19,65.11059752479247
36,5,20,65.09821168667706
36,5,21,65.12131405532554
36,5,22,65.10527355508484
36,5,23,65.12435736688914
36,5,24,65.10168067295677
36,5,25,65.13253903755498
36,5,26,65.10671170198997
36,5,27,65.12823164409686
36,5,28,65.09946478020224
36,5,29,65.10211657424954
36,5,30,65.1161139553188
36,5,31,65.10139927787712
36,5,32,65.10206735253473
36,5,33,65.10139927787712
36,5,34,65.12497032679606
36,5,35,65.12435736688914
36,5,36,65.10938238240502
36,5,37,65.12467477472765
36,5,38,65.12633904442329
36,5,39,65.09821168667706
36,5,40,65.12246476721558
36,5,41,65.10970538566657
36,5,42,65.10040399893195
36,5,43,65.1133418441973
36,5,44,65.10563800595455
36,5,45,65.10305579297925
36,5,46,65.10238880845023
36,5,47,65.10580675674176
36,5,48,65.09879670554461
36,5,49,65.10139927787712
33,2,0,62.040813092602676
33,2,1,62.26286793702626
33,2,2,62.03560076580284
33,2,3,62.3284980584837
33,2,4,62.313071841591224
33,2,5,62.12414202849915
33,2,6,62.040813092602676
33,2,7,62.109734509877626
33,2,8,62.12419831466716
33,2,9,62.219519184971155
33,2,10,62.040813092602676
33,2,11,62.319076422685704
33,2,12,62.0756773275461
33,2,13,62.040813092602676
33,2,14,62.221182059637634
33,2,15,62.235963462779424
33,2,16,62.03560076580284
33,2,17,62.137553826573054
33,2,18,62.235963462779424
33,2,19,62.03560076580284
33,2,20,62.21256109029015
33,2,21,62.23744569423978
33,2,22,62.21256109029015
33,2,23,62.03560076580284
33,2,24,62.12414202849915
33,2,25,62.3001388736982
33,2,26,62.12414202849915
33,2,27,62.129132739870144
33,2,28,62.235985447984376
33,2,29,62.26023581753395
33,2,30,62.129132739870144
33,2,31,62.235963462779424
33,2,32,62.040813092602676
33,2,33,62.24612447593055
33,2,34,62.03560076580284
33,2,35,62.03560076580284
33,2,36,62.319076422685704
33,2,37,62.235963462779424
33,2,38,63.25538418765214
33,2,39,62.03560076580284
33,2,40,63.30402900524871
33,2,41,62.12414202849915
33,2,42,63.336370627167035
33,2,43,62.24451449592093
33,2,44,62.055134943025465
33,2,45,62.23746767944474
33,2,46,63.285070387576006
33,2,47,62.137553826573054
33,2,48,62.0756773275461
33,2,49,62.04992261622564
1,7,0,60.35846083731404
1,7,1,60.36305296827648
1,7,2,60.356958850451754
1,7,3,60.35580513612095
1,7,4,60.4626100262247
1,7,5,60.353514095569096
1,7,6,60.360969119013134
1,7,7,60.35693116938936
1,7,8,60.357215023809296
1,7,9,60.36333194861991
1,7,10,60.364705486558705
1,7,11,60.39079660577544
1,7,12,60.359545425366164
1,7,13,60.358423563755494
1,7,14,60.35961750054621
1,7,15,60.352895102844855
1,7,16,60.41552120992047
1,7,17,60.38048116347861
1,7,18,60.36474785466011
1,7,19,60.35825631569336
1,7,20,60.376805802290434
1,7,21,60.37327339944546
1,7,22,60.364602996580736
1,7,23,60.36226680991491
1,7,24,60.35847108083275
1,7,25,60.376241837700334
1,7,26,60.35777569972111
1,7,27,60.88548459243842
1,7,28,60.36996495603564
1,7,29,60.4497603078813
1,7,30,60.3563099243157
1,7,31,60.363730808950976
1,7,32,60.4943997348707
1,7,33,60.358423563755494
1,7,34,60.493137155132715
1,7,35,60.3527347547872
1,7,36,60.35983042375021
1,7,37,60.36169942214988
1,7,38,60.36797809119486
1,7,39,60.35574782468104
1,7,40,60.38236665407378
1,7,41,60.353035021361265
1,7,42,60.360571923531275
1,7,43,60.382786630052436
1,7,44,60.36391801109435
1,7,45,60.35883316017186
1,7,46,60.380508400432504
1,7,47,60.37616870024464
1,7,48,60.35358200066697
1,7,49,60.49470000144476
16,9,0,44.18707195835401
16,9,1,44.19115518897791
16,9,2,44.57148894850306
16,9,3,44.1886115691812
16,9,4,44.258044800676046
16,9,5,44.15121338124954
16,9,6,44.313231212465475
16,9,7,44.51996175932157
16,9,8,44.34486622866129
16,9,9,44.181186147554904
16,9,10,44.34132256302556
16,9,11,44.197919911434056
16,9,12,44.42957557041492
16,9,13,44.13783589601598
16,9,14,44.20206427343779
16,9,15,44.14936751025784
16,9,16,44.547838538752785
16,9,17,44.24767331302813
16,9,18,44.29768547898901
16,9,19,44.200004165426925
16,9,20,44.187623551634566
16,9,21,44.43379043687149
16,9,22,44.18978430572143
16,9,23,44.227266374004095
16,9,24,44.43093139943862
16,9,25,44.23527328194567
16,9,26,44.32232974270641
16,9,27,44.13740477469364
16,9,28,44.344770101965366
16,9,29,44.47998666653957
16,9,30,44.43127231024415
16,9,31,44.201106673312886
16,9,32,44.14415755465818
16,9,33,44.29585353182371
16,9,34,44.42845672520997
16,9,35,44.194369695780175
16,9,36,44.230610952188506
16,9,37,44.3215777583323
16,9,38,44.35535618707997
16,9,39,44.28554874624688
16,9,40,44.201295404417976
16,9,41,44.39496632657416
16,9,42,44.30059002994124
16,9,43,44.23619761933398
16,9,44,44.35520738897287
16,9,45,44.14338905632749
16,9,46,44.41437452351662
16,9,47,44.19136561541075
16,9,48,44.25935779218182
16,9,49,44.16621876584061
31,1,0,43.72588059615573
31,1,1,43.61842611314299
31,1,2,43.68110037656352
31,1,3,43.89417273493982
31,1,4,44.09094102929827
31,1,5,43.76757330366502
31,1,6,43.56966803494701
31,1,7,43.61227238966452
31,1,8,43.779387690666326
31,1,9,43.7116733165298
31,1,10,43.585047224192216
31,1,11,43.824547750621
31,1,12,43.59176612487176
31,1,13,43.78455075127289
31,1,14,43.70949497597584
31,1,15,43.82942363648763
31,1,16,43.58689174957557
31,1,17,43.63669438360366
31,1,18,43.79931142060379
31,1,19,43.56924195129502
31,1,20,43.79902237866316
31,1,21,43.6739296954167
31,1,22,43.982435083721356
31,1,23,43.77313482997085
31,1,24,43.83435550788401
31,1,25,43.95074120480542
31,1,26,44.2360510353903
31,1,27,43.81378196613548
31,1,28,43.753597719241064
31,1,29,43.84930595901773
31,1,30,43.78650608081221
31,1,31,43.72612489411729
31,1,32,43.69401380296437
31,1,33,43.75541238669466
31,1,34,43.938641583741486
31,1,35,43.758342500965036
31,1,36,43.69572636563793
31,1,37,43.7565692009235
31,1,38,43.63659129263499
31,1,39,FALSE
31,1,40,43.63382460284805
31,1,41,43.72931965007351
31,1,42,43.65999017297483
31,1,43,43.695080794254665
31,1,44,43.88441462409256
31,1,45,43.811446089585445
31,1,46,43.97358795181566
31,1,47,43.69484436476552
31,1,48,43.74350171527415
31,1,49,FALSE
